,id,age,height_cm,weight_kgs,value_euro,finishing,dribbling,volleys,acceleration,crossing,heading_accuracy,body_type,overall_rating
2816,223629,25,175.26,64.9,675000.0,62,67,36,79,58,57,Lean,65
7492,241382,18,152.4,59.9,500000.0,62,50,43,66,38,62,Normal,61
16000,212260,26,182.88,73.0,5000000.0,73,73,66,80,53,71,Lean,73
7234,244859,19,190.5,88.9,375000.0,29,54,32,62,42,53,Normal,60
8919,189828,30,175.26,69.9,350000.0,45,53,48,77,49,54,Normal,63
17158,213432,27,185.42,78.0,10500000.0,80,73,70,68,49,82,Lean,77
1863,212014,32,154.94,73.0,500000.0,45,62,39,79,70,45,Lean,68
3023,188724,31,182.88,78.9,325000.0,48,61,51,62,55,54,Normal,64
15251,102064,34,154.94,68.9,950000.0,29,44,42,32,43,70,Lean,72
16590,214955,30,154.94,81.2,5000000.0,55,71,60,78,64,72,Normal,75
7940,240904,18,154.94,72.1,375000.0,27,34,29,61,58,63,Normal,61
15375,213619,34,175.26,84.8,2000000.0,77,71,65,68,40,70,Normal,72
17056,198949,27,152.4,77.1,7500000.0,66,78,56,80,78,63,Normal,76
1521,198611,32,182.88,77.1,1400000.0,67,66,66,69,59,66,Lean,70
6217,247374,18,167.64,66.2,210000.0,39,55,39,64,61,58,Lean,57
14981,227638,22,185.42,86.2,3600000.0,69,72,40,85,33,63,Stocky,71
16310,221797,24,175.26,69.9,7500000.0,69,76,65,78,80,49,Lean,74
17140,201417,27,182.88,88.9,8500000.0,57,74,46,74,75,62,Normal,77
15329,201093,24,182.88,64.9,4100000.0,71,71,59,72,59,64,Lean,72
17061,196899,30,175.26,66.2,7500000.0,71,78,65,86,76,59,Normal,76
12503,221144,25,152.4,71.2,1100000.0,59,73,53,73,71,46,Normal,68
11694,185316,28,185.42,86.2,625000.0,15,39,28,44,44,70,Normal,67
2096,176645,33,193.04,92.1,450000.0,13,12,19,60,14,10,Normal,67
1001,215193,25,170.18,69.9,4100000.0,49,68,71,83,63,47,Normal,72
8913,198534,27,154.94,81.2,425000.0,44,63,47,57,58,46,Normal,63
14549,195313,28,187.96,77.1,2200000.0,19,44,62,51,39,70,Lean,71
9889,135218,34,185.42,81.2,140000.0,35,53,45,51,44,63,Normal,64
9900,224302,22,187.96,77.1,575000.0,36,34,32,55,33,68,Lean,64
4510,244654,19,185.42,86.2,120000.0,7,12,7,28,14,10,Normal,56
12847,222830,26,154.94,78.0,975000.0,33,63,43,71,48,67,Normal,68
14962,240699,21,167.64,64.9,3400000.0,55,72,43,79,51,59,Lean,71
4153,240524,21,185.42,74.8,260000.0,52,60,54,87,56,50,Normal,59
390,193408,27,187.96,84.8,9000000.0,77,70,74,65,67,73,Normal,76
1610,149309,35,195.58,81.2,250000.0,8,11,14,32,11,10,Normal,69
3834,213665,23,182.88,78.9,350000.0,49,54,49,71,45,54,Lean,61
822,190636,30,172.72,74.8,3100000.0,39,55,56,66,50,54,Stocky,73
5652,242074,17,170.18,64.9,190000.0,53,60,48,66,55,37,Lean,55
3247,236804,19,154.94,78.0,700000.0,33,58,29,71,54,50,Normal,63
5112,242659,19,175.26,73.9,100000.0,39,51,32,64,51,44,Lean,52
4422,241878,22,170.18,71.2,180000.0,41,57,33,61,43,52,Normal,57
4347,243476,20,187.96,73.9,180000.0,5,6,10,28,13,14,Normal,57
12295,222235,30,185.42,79.8,600000.0,49,60,42,67,65,59,Normal,67
9985,242451,20,167.64,71.2,775000.0,53,69,45,73,59,40,Lean,64
13718,224812,25,175.26,66.2,1300000.0,60,72,51,80,64,36,Lean,69
8525,244754,26,175.26,72.1,325000.0,47,56,35,72,62,42,Lean,62
12761,237448,27,182.88,73.0,850000.0,29,58,26,65,36,62,Normal,68
5373,241429,21,182.88,77.1,70000.0,32,42,31,60,38,51,Normal,53
11861,222889,27,198.12,97.1,800000.0,40,21,31,34,31,68,Normal,67
8483,224553,25,175.26,69.9,350000.0,32,47,47,54,38,43,Normal,62
967,191856,34,187.96,84.8,1600000.0,70,72,71,63,57,76,Normal,72
16550,217546,28,182.88,78.9,5500000.0,49,69,46,67,80,65,Normal,75
12124,214355,33,193.04,84.8,450000.0,17,11,12,41,14,20,Normal,67
5064,245861,19,152.4,71.2,80000.0,50,51,55,72,46,36,Lean,51
10630,240694,20,182.88,73.9,1000000.0,46,65,45,66,45,66,Lean,65
17443,177644,32,190.5,86.2,7500000.0,14,12,12,32,24,13,Normal,79
9912,192043,27,152.4,73.9,450000.0,32,56,40,61,45,63,Lean,64
9675,165496,33,152.4,78.0,170000.0,46,57,62,66,63,68,Stocky,64
9617,234380,27,182.88,83.0,450000.0,31,44,27,63,23,63,Normal,64
16770,183346,30,182.88,79.8,5000000.0,68,69,74,64,74,73,Normal,75
17660,169595,28,175.26,76.2,14500000.0,57,80,64,80,82,62,Normal,81
4699,243566,17,185.42,69.9,100000.0,5,13,8,23,12,10,Normal,53
13998,221890,24,182.88,78.0,2100000.0,52,63,45,67,54,68,Normal,70
16944,231826,20,185.42,77.1,11500000.0,69,82,66,84,67,65,Lean,76
51,207566,26,187.96,83.0,27000000.0,52,78,50,62,68,73,Normal,83
5395,244981,18,182.88,73.9,130000.0,44,58,42,67,48,45,Lean,54
16874,232665,23,175.26,76.2,8500000.0,49,69,43,47,59,62,Normal,76
2383,244231,26,175.26,69.9,775000.0,67,65,61,80,61,55,Normal,66
17315,178415,30,152.4,78.9,9500000.0,71,67,74,67,79,70,Normal,78
12285,235548,25,154.94,74.8,825000.0,35,62,25,72,63,62,Normal,67
1010,229526,26,154.94,76.2,3500000.0,58,64,55,70,63,56,Normal,72
13096,242716,23,152.4,73.0,1400000.0,68,62,56,80,49,67,Normal,68
190,195586,30,182.88,79.8,12500000.0,84,75,79,67,37,67,Normal,79
3982,240756,19,175.26,68.0,425000.0,46,68,45,75,53,40,Lean,60
8864,177815,31,187.96,82.1,220000.0,13,18,11,45,11,12,Normal,63
13720,209196,25,187.96,82.1,1100000.0,18,54,24,68,57,70,Lean,69
1569,225285,28,190.5,83.9,1000000.0,34,70,31,34,52,60,Normal,69
9235,200718,25,198.12,83.9,425000.0,19,33,23,38,31,65,Lean,63
9689,177270,31,172.72,84.8,375000.0,32,64,41,60,56,62,Stocky,64
10372,169619,32,185.42,78.9,300000.0,41,47,49,49,49,63,Lean,65
1427,209281,28,165.1,63.0,1800000.0,61,71,59,71,69,46,Stocky,70
8645,245219,24,152.4,72.1,500000.0,68,65,41,67,54,36,Lean,63
7366,241456,21,185.42,83.0,400000.0,60,55,55,63,33,61,Normal,60
5752,181015,32,187.96,83.0,50000.0,13,14,12,41,15,12,Normal,55
16375,226370,22,175.26,64.0,8000000.0,57,79,67,72,64,52,Lean,74
17559,239818,21,185.42,82.1,15000000.0,29,54,30,63,34,81,Normal,79
8937,243841,26,175.26,72.1,475000.0,62,63,53,78,43,67,Normal,63
6150,240775,20,152.4,67.1,220000.0,59,60,48,83,32,47,Lean,57
1301,198654,30,182.88,78.0,1800000.0,67,69,58,58,63,71,Normal,71
8832,228515,22,185.42,81.2,500000.0,58,64,51,60,61,54,Normal,63
4269,241552,17,170.18,64.9,280000.0,50,59,35,80,43,36,Lean,58
6311,242688,18,154.94,72.1,190000.0,34,51,27,62,38,62,Normal,57
9244,220682,24,152.4,73.0,525000.0,62,73,42,76,42,56,Normal,63
17171,187570,36,187.96,87.1,2100000.0,10,14,14,33,13,14,Normal,77
10465,227446,27,185.42,89.8,575000.0,66,62,66,52,29,62,Lean,65
3169,217803,31,170.18,68.0,425000.0,42,57,45,69,58,49,Normal,64
9795,211536,23,182.88,73.9,675000.0,58,64,34,70,58,63,Lean,64
10277,225203,23,187.96,83.0,675000.0,20,15,16,31,13,16,Normal,65
869,230361,35,172.72,64.0,1100000.0,44,74,55,81,72,47,Lean,73
13145,225034,23,182.88,77.1,1300000.0,24,57,37,68,53,68,Normal,68
9022,234846,23,190.5,82.1,400000.0,8,12,8,16,13,12,Normal,63
12272,220708,23,152.4,78.9,1000000.0,65,69,61,82,66,39,Normal,67
5184,234073,20,152.4,69.9,110000.0,32,52,42,54,36,51,Normal,52
1780,166114,32,187.96,94.8,950000.0,67,68,68,62,63,74,Stocky,69
1624,232526,21,187.96,83.0,1300000.0,26,61,33,57,70,65,Lean,69
16963,189574,30,187.96,78.0,7500000.0,61,69,47,52,57,76,Lean,76
1600,234279,27,170.18,73.0,1000000.0,44,64,40,81,70,40,Normal,69
1143,232512,31,167.64,62.1,2200000.0,66,74,59,90,68,50,Lean,71
15698,230869,21,190.5,88.9,5500000.0,14,12,17,46,16,18,Normal,73
16518,204523,26,154.94,68.9,8000000.0,68,75,42,64,62,48,Lean,75
10227,219585,23,185.42,83.0,625000.0,25,59,40,69,39,65,Lean,65
10133,192231,28,172.72,73.0,550000.0,60,65,45,75,58,60,Normal,65
17201,210315,24,154.94,72.1,12500000.0,81,69,77,66,50,74,Normal,77
11367,240459,21,185.42,68.9,950000.0,55,70,42,76,69,42,Lean,66
3762,186416,32,182.88,73.9,200000.0,63,64,57,62,56,51,Normal,61
4939,243709,22,154.94,74.8,50000.0,44,53,42,65,47,32,Normal,50
12984,212540,27,172.72,68.0,850000.0,54,57,43,42,50,43,Lean,68
10712,203287,25,154.94,78.9,650000.0,64,61,53,79,54,61,Normal,65
10178,171994,31,175.26,69.9,475000.0,61,65,57,71,68,45,Lean,65
15218,163261,33,154.94,78.9,1200000.0,47,64,43,57,70,69,Normal,72
8813,214698,26,182.88,83.9,375000.0,29,31,34,36,44,67,Normal,63
15456,190542,32,175.26,73.9,2700000.0,70,73,59,79,69,32,Normal,72
17509,205192,25,175.26,68.9,16000000.0,72,84,68,77,77,44,Lean,79
1633,211021,23,182.88,72.1,1100000.0,20,15,17,45,15,15,Lean,69
12735,233614,24,193.04,87.1,1100000.0,25,33,34,63,34,72,Normal,68
9391,223444,29,182.88,68.0,450000.0,29,64,32,67,52,49,Lean,64
6069,244683,24,187.96,79.8,140000.0,61,45,51,55,41,60,Normal,57
9069,193613,31,193.04,78.0,350000.0,61,43,62,28,29,78,Normal,63
12621,221619,26,182.88,77.1,950000.0,34,62,31,68,34,58,Normal,68
12118,229460,28,154.94,72.1,775000.0,65,72,52,68,63,43,Normal,67
2637,215533,26,193.04,92.1,575000.0,14,12,13,38,15,18,Normal,66
4322,246263,19,175.26,69.9,230000.0,35,61,26,64,50,46,Normal,58
5565,220939,21,154.94,68.9,100000.0,19,18,16,41,12,13,Normal,54
16465,189707,35,185.42,81.2,2300000.0,13,11,11,42,12,12,Normal,74
9150,240172,22,175.26,64.0,625000.0,54,63,41,60,60,39,Lean,63
1229,230332,35,195.58,91.2,950000.0,8,9,9,37,8,10,Normal,71
5683,244074,19,187.96,71.2,120000.0,8,16,7,31,13,15,Lean,55
10585,204101,28,152.4,69.9,575000.0,53,67,56,73,68,52,Lean,65
15828,183177,34,187.96,83.9,2500000.0,76,67,66,65,56,75,Normal,73
3309,165447,31,152.4,83.0,350000.0,60,62,53,75,65,63,Normal,63
11711,194272,37,182.88,83.0,100000.0,6,10,7,32,26,10,Normal,67
9024,206430,25,182.88,59.9,500000.0,62,60,60,69,32,60,Lean,63
1423,231530,23,175.26,69.9,2700000.0,66,69,62,86,63,66,Normal,70
1047,211903,26,182.88,82.1,3700000.0,73,70,65,76,70,57,Stocky,72
12898,219995,22,154.94,69.9,1500000.0,69,73,65,76,63,56,Lean,68
16189,183211,33,190.5,86.2,4500000.0,75,65,71,56,59,77,Normal,74
16735,211784,22,170.18,68.9,9500000.0,78,68,72,77,60,65,Lean,75
17713,230977,25,175.26,63.0,23000000.0,74,83,75,90,71,43,Lean,81
4773,245407,19,185.42,76.2,80000.0,5,12,8,23,14,11,Lean,52
582,245279,22,152.4,68.0,8500000.0,43,71,42,82,72,65,Normal,74
17286,224294,22,175.26,71.2,12500000.0,57,78,57,74,67,50,Normal,77
11704,10466,36,154.94,81.2,240000.0,59,68,66,64,72,48,Normal,67
16596,202408,29,198.12,83.0,6000000.0,55,33,38,47,21,83,Lean,75
10787,211463,26,154.94,76.2,675000.0,66,64,57,75,55,55,Normal,65
5954,244028,20,193.04,87.1,120000.0,31,26,34,55,37,60,Normal,56
9847,241470,19,185.42,67.1,700000.0,45,66,51,60,71,57,Lean,64
16409,220715,21,152.4,78.0,8000000.0,75,74,64,77,59,75,Normal,74
10735,223763,25,187.96,73.9,,26,31,25,69,29,71,Normal,65
5980,242200,20,190.5,79.8,110000.0,10,12,13,15,10,10,Lean,56
6032,206567,24,170.18,73.0,140000.0,59,56,56,79,45,55,Normal,57
1442,213374,29,193.04,83.9,1600000.0,34,52,46,49,42,72,Normal,70
15420,209504,26,185.42,74.8,4000000.0,80,76,71,76,56,60,Lean,72
17225,219258,26,190.5,88.0,10000000.0,35,54,23,48,29,74,Normal,77
10182,226260,21,152.4,78.0,775000.0,35,54,30,71,51,62,Normal,65
3222,230391,31,190.5,82.1,325000.0,22,21,47,57,41,55,Stocky,64
14333,204863,26,175.26,64.0,2100000.0,63,72,47,91,68,40,Normal,70
15202,187339,28,172.72,72.1,3300000.0,62,69,67,76,66,22,Normal,72
2552,200086,29,154.94,68.0,650000.0,65,64,64,73,50,65,Lean,66
11666,199917,24,152.4,64.0,1100000.0,58,64,41,74,52,49,Normal,67
4514,246756,19,185.42,72.1,150000.0,7,7,8,28,11,10,Normal,56
1457,244622,20,152.4,68.9,3200000.0,74,75,60,75,36,69,Normal,70
15090,210688,23,182.88,78.0,3600000.0,63,68,52,75,71,50,Normal,71
6916,246074,20,154.94,64.9,325000.0,61,64,69,67,62,47,Lean,59
11755,204242,28,175.26,63.0,800000.0,63,68,52,81,65,47,Lean,67
1472,225699,24,172.72,63.0,2100000.0,43,60,35,73,58,56,Normal,70
1570,215557,23,187.96,72.1,1500000.0,65,74,57,76,55,69,Lean,69
1719,213404,23,187.96,79.8,1300000.0,36,60,38,62,44,66,Normal,69
17876,177413,30,187.96,81.2,30000000.0,71,78,77,67,69,81,Lean,85
103,206467,25,154.94,78.9,22000000.0,82,78,81,78,78,73,Stocky,81
648,192647,30,187.96,79.8,5500000.0,78,72,66,38,52,76,Lean,74
12778,219522,26,185.42,83.0,850000.0,13,15,14,49,15,15,Normal,68
4051,139482,35,154.94,73.0,100000.0,51,56,54,68,51,59,Normal,60
8426,211006,27,152.4,73.0,290000.0,44,69,30,76,63,42,Normal,62
5020,242150,19,175.26,73.9,70000.0,30,48,22,65,34,50,Normal,51
6011,245766,22,152.4,72.1,130000.0,60,54,46,66,43,60,Lean,56
17463,187347,30,152.4,69.9,,61,72,57,84,73,69,Lean,79
13978,227787,25,154.94,64.9,2200000.0,63,68,59,68,61,54,Lean,70
9155,238379,19,185.42,79.8,750000.0,49,68,32,68,44,37,Lean,63
12636,233897,27,182.88,72.1,950000.0,64,68,56,78,65,63,Lean,68
15282,193182,28,185.42,74.8,2500000.0,13,12,13,46,21,20,Normal,72
8394,189772,33,182.88,73.9,240000.0,57,62,60,59,62,58,Normal,62
11740,210134,27,152.4,72.1,800000.0,18,28,20,57,28,70,Normal,67
12837,222577,24,170.18,68.0,1300000.0,60,74,32,80,57,42,Normal,68
16968,203888,31,190.5,88.9,5500000.0,25,51,20,35,30,82,Stocky,76
3150,169645,32,175.26,74.8,400000.0,56,63,41,79,60,41,Normal,64
11032,202169,27,152.4,73.0,700000.0,59,71,53,90,59,52,Normal,66
12855,208232,31,190.5,86.2,675000.0,28,48,28,47,37,71,Normal,68
8010,246760,18,185.42,77.1,600000.0,60,52,53,68,32,62,Stocky,62
13101,202524,28,187.96,74.8,825000.0,57,51,41,58,41,71,Lean,68
9669,232057,22,167.64,58.1,625000.0,58,68,58,85,55,33,Lean,64
3449,209364,25,175.26,68.9,400000.0,46,62,34,74,60,52,Lean,63
3729,229378,20,170.18,74.8,550000.0,39,65,31,74,54,53,Normal,61
9998,241680,28,154.94,69.9,375000.0,56,63,35,73,58,58,Normal,64
9544,242598,20,175.26,63.0,750000.0,68,63,57,74,53,63,Lean,64
6495,244592,17,152.4,71.2,280000.0,63,47,35,66,30,58,Normal,58
5240,247509,18,152.4,82.1,120000.0,32,46,38,60,35,45,Lean,53
17633,211688,23,172.72,66.2,16500000.0,61,77,58,86,82,52,Lean,80
13964,212943,24,175.26,64.9,2400000.0,71,64,61,75,59,75,Normal,70
3662,231616,20,190.5,83.9,500000.0,61,58,42,66,32,65,Normal,62
15596,223248,27,152.4,72.1,3400000.0,68,69,65,84,60,73,Lean,72
6013,231172,21,187.96,74.8,110000.0,8,12,9,30,11,14,Normal,56
8218,223381,28,154.94,72.1,280000.0,43,59,38,72,59,61,Normal,62
16953,200332,26,198.12,94.8,7000000.0,12,17,19,33,13,13,Normal,76
16003,210723,27,182.88,74.8,3800000.0,45,64,59,77,73,66,Normal,73
2923,246242,22,154.94,74.8,875000.0,69,60,51,69,36,65,Normal,65
15949,212300,24,190.5,84.8,4800000.0,35,55,30,61,60,68,Stocky,73
12481,212192,23,172.72,69.9,1300000.0,68,75,69,78,69,55,Lean,68
9661,229756,22,187.96,78.0,600000.0,27,42,20,56,40,64,Normal,64
13140,241931,21,170.18,72.1,1700000.0,51,67,41,67,61,62,Normal,68
16134,210384,25,175.26,66.2,6000000.0,47,75,49,85,72,55,Normal,74
6570,240950,20,172.72,69.9,280000.0,48,57,46,65,48,34,Lean,58
9525,228780,25,154.94,69.9,450000.0,28,56,32,50,57,49,Normal,64
8722,239306,19,175.26,71.2,650000.0,44,67,52,80,62,40,Lean,63
1202,193679,29,185.42,81.2,1800000.0,38,58,25,62,63,67,Normal,71
4953,244959,19,175.26,64.0,60000.0,42,45,36,57,39,42,Lean,50
4976,244108,19,152.4,68.0,50000.0,31,57,37,70,35,37,Lean,50
7773,239451,21,152.4,71.2,350000.0,53,62,52,74,56,58,Normal,61
7274,208995,27,152.4,59.9,220000.0,41,55,40,72,53,45,Lean,60
6789,188831,30,182.88,83.0,120000.0,24,47,34,66,57,49,Normal,59
5493,237677,20,152.4,64.0,100000.0,34,57,29,64,44,55,Normal,54
17433,165239,31,175.26,74.8,11000000.0,72,80,72,77,76,42,Normal,79
11961,191111,29,182.88,73.0,575000.0,45,54,43,75,62,41,Normal,67
4617,241959,19,152.4,62.1,140000.0,53,53,44,68,45,47,Lean,54
48,205678,29,172.72,63.0,26000000.0,80,82,74,90,80,45,Lean,83
704,230354,27,152.4,73.0,4800000.0,36,75,54,69,68,75,Normal,74
7701,228483,25,193.04,79.8,350000.0,63,56,46,70,21,64,Normal,61
11858,192169,33,152.4,69.9,575000.0,58,58,50,34,69,46,Lean,67
10097,226033,29,172.72,68.0,425000.0,37,58,43,87,65,46,Lean,65
7798,244050,18,190.5,73.0,500000.0,45,64,36,68,47,60,Lean,61
10858,244464,24,152.4,68.9,875000.0,67,72,54,79,71,58,Normal,66
8584,242427,21,190.5,81.2,475000.0,22,33,31,66,33,63,Normal,63
8429,244029,28,175.26,73.0,325000.0,57,64,53,72,49,37,Normal,62
1560,189447,28,182.88,74.8,1100000.0,70,62,62,64,55,73,Normal,69
7579,245691,18,172.72,66.2,500000.0,55,69,47,78,56,33,Normal,61
2574,190644,28,195.58,88.9,675000.0,69,58,71,64,44,73,Normal,66
15062,143119,36,152.4,83.9,850000.0,73,57,70,54,50,76,Normal,71
6492,243825,29,152.4,74.8,100000.0,27,63,32,62,40,51,Normal,58
6202,237652,21,175.26,71.2,230000.0,41,58,35,73,53,48,Normal,57
3571,242002,23,152.4,66.2,450000.0,57,66,54,81,58,44,Lean,62
15870,195698,26,154.94,82.1,4500000.0,58,65,52,76,59,69,Normal,73
2878,190152,30,182.88,72.1,425000.0,15,28,27,39,50,57,Normal,65
1212,244389,20,175.26,72.1,5000000.0,64,78,38,87,62,36,Lean,71
5777,244216,18,182.88,71.2,160000.0,29,34,28,60,32,55,Lean,56
14461,148496,38,187.96,86.2,120000.0,12,29,15,25,33,16,Normal,70
411,201893,28,182.88,73.9,7500000.0,58,72,55,55,64,59,Normal,76
6557,222524,23,187.96,82.1,190000.0,59,52,57,67,49,50,Lean,58
12188,240964,23,175.26,72.1,1100000.0,52,67,54,66,56,51,Normal,67
14446,234515,25,182.88,83.0,2000000.0,22,66,22,69,67,64,Lean,70
13384,140201,36,170.18,73.0,375000.0,69,67,72,39,53,66,Lean,69
4560,245387,19,175.26,81.2,140000.0,46,54,45,77,53,32,Normal,55
7868,242471,26,190.5,82.1,280000.0,16,26,28,63,26,66,Normal,61
11938,234893,27,175.26,77.1,825000.0,57,67,53,67,50,42,Normal,67
4466,232539,35,185.42,76.2,20000.0,7,13,8,19,11,13,Lean,56
15875,165232,33,175.26,69.9,2200000.0,25,69,38,67,70,61,Normal,73
2663,198135,29,187.96,74.8,525000.0,43,58,39,50,36,62,Stocky,66
11390,245062,26,152.4,73.0,650000.0,29,36,30,68,42,61,Normal,66
10118,137708,34,182.88,83.9,210000.0,50,59,63,56,72,62,Normal,65
5639,232615,25,182.88,76.2,80000.0,7,10,8,34,10,13,Normal,55
13230,193768,27,152.4,71.2,1000000.0,43,67,43,79,70,58,Normal,69
10348,190620,28,154.94,72.1,450000.0,30,60,40,72,68,58,Normal,65
16941,222357,22,185.42,86.2,12000000.0,74,78,64,76,59,69,Stocky,76
15422,46175,36,182.88,81.2,1400000.0,72,66,70,65,69,68,Lean,72
2938,194035,29,152.4,76.2,550000.0,44,66,45,78,66,55,Normal,65
6200,243540,19,185.42,68.0,200000.0,32,48,25,60,33,54,Lean,57
14425,235036,20,185.42,81.2,2400000.0,29,52,23,66,31,70,Normal,70
13491,236165,35,167.64,62.1,525000.0,58,75,70,86,64,45,Normal,69
13036,203308,25,152.4,73.0,1200000.0,51,63,42,68,62,56,Normal,68
7245,234861,21,185.42,81.2,425000.0,24,37,27,54,26,57,Normal,60
13613,223064,25,193.04,97.1,1200000.0,45,37,28,47,29,72,Normal,69
17079,205849,28,193.04,81.2,6500000.0,14,16,18,45,15,13,Lean,76
3891,246752,19,152.4,71.2,525000.0,62,69,49,85,53,47,Lean,61
13470,243851,26,170.18,64.0,1200000.0,76,75,58,83,61,59,Lean,69
11743,230357,27,175.26,63.0,650000.0,52,62,55,79,68,58,Lean,67
4616,242983,18,185.42,71.2,130000.0,7,7,9,26,11,13,Normal,54
6297,214022,24,154.94,77.1,120000.0,25,54,22,75,56,54,Normal,57
8385,216656,22,154.94,78.9,525000.0,65,64,55,77,52,45,Lean,62
6590,138786,36,187.96,86.2,30000.0,12,19,13,50,13,13,Normal,58
4152,224397,22,193.04,78.0,190000.0,14,20,18,49,19,19,Normal,59
6616,228113,22,187.96,77.1,200000.0,61,57,55,51,34,61,Normal,58
9295,211707,28,182.88,78.9,375000.0,38,61,42,78,61,58,Normal,64
12548,241607,20,152.4,68.0,1900000.0,53,67,52,66,55,70,Lean,68
14744,137373,38,182.88,76.2,270000.0,44,68,55,47,79,68,Lean,71
137,201119,29,152.4,82.1,11500000.0,60,83,55,84,80,59,Stocky,80
3355,236667,24,170.18,69.9,500000.0,57,68,57,67,61,42,Normal,63
16957,223113,23,182.88,77.1,10500000.0,82,70,47,76,51,75,Normal,76
16251,224909,31,182.88,82.1,,50,50,50,63,40,73,Normal,74
10368,211604,24,193.04,82.1,550000.0,18,25,12,45,16,15,Normal,65
3514,240410,25,165.1,64.0,350000.0,33,64,29,69,59,52,Normal,62
9821,219721,24,187.96,82.1,525000.0,13,22,11,47,11,67,Normal,64
16564,178625,30,182.88,76.2,4900000.0,58,65,51,64,61,65,Lean,75
10015,192264,32,170.18,58.1,400000.0,55,69,57,66,66,20,Lean,64
6037,242916,18,152.4,68.9,190000.0,27,35,42,66,37,58,Lean,57
16743,236355,21,187.96,79.8,9000000.0,22,66,32,77,37,65,Lean,75
10865,234223,23,154.94,72.1,925000.0,47,65,42,71,50,59,Normal,66
4921,246695,17,190.5,79.8,60000.0,18,24,23,57,22,48,Normal,49
10325,227746,24,154.94,73.0,750000.0,57,78,56,75,61,35,Lean,65
13128,233998,31,187.96,86.2,575000.0,12,14,7,37,14,18,Normal,68
6514,232285,21,152.4,64.0,230000.0,52,59,47,72,53,48,Normal,58
8437,244026,25,185.42,79.8,350000.0,42,55,41,69,56,69,Normal,62
9759,199774,31,152.4,68.0,425000.0,60,64,57,75,58,46,Normal,64
17461,186148,30,187.96,81.2,10000000.0,10,12,12,46,15,13,Normal,79
3501,246790,24,175.26,68.0,400000.0,56,62,45,64,61,52,Normal,62
3811,240500,20,182.88,69.9,325000.0,21,22,26,64,51,64,Normal,61
17888,192774,27,187.96,83.0,36500000.0,10,54,16,82,27,80,Normal,85
1232,172475,32,154.94,74.8,2100000.0,67,74,69,55,71,56,Normal,71
16863,230371,35,152.4,74.8,2200000.0,52,71,55,81,72,68,Normal,76
1671,207745,26,175.26,71.2,1000000.0,55,60,57,69,68,57,Lean,69
3483,243700,24,193.04,83.0,425000.0,16,34,27,56,27,57,Normal,63
12930,192337,31,185.42,76.2,875000.0,64,69,65,67,56,67,Normal,68
874,183287,31,175.26,69.9,2700000.0,55,65,58,55,63,62,Lean,73
2464,176207,34,172.72,69.9,325000.0,67,62,74,75,55,62,Lean,66
16275,212350,26,182.88,82.1,7000000.0,74,72,66,78,67,69,Stocky,74
16547,135883,34,187.96,89.8,2700000.0,25,67,26,49,72,72,Normal,75
5225,242941,18,172.72,64.9,120000.0,54,56,48,69,54,40,Normal,53
11664,237293,29,165.1,64.9,775000.0,58,68,45,91,60,47,Normal,67
12694,165787,34,154.94,73.9,425000.0,52,65,67,67,64,55,Lean,68
14970,171321,31,152.4,78.0,2000000.0,59,70,59,59,70,59,Lean,71
9325,210158,25,172.72,69.9,550000.0,50,69,51,84,64,46,Lean,64
8545,229900,22,185.42,69.9,525000.0,53,61,51,73,50,62,Lean,62
5944,234820,20,175.26,64.9,190000.0,51,58,48,66,55,28,Lean,56
4734,247266,22,185.42,74.8,70000.0,19,30,20,59,30,57,Lean,53
13652,211272,29,152.4,78.0,800000.0,35,62,53,74,71,66,Normal,69
308,183714,31,193.04,83.0,8500000.0,80,64,78,63,50,80,Normal,77
5295,244620,19,190.5,84.8,100000.0,8,6,6,23,10,12,Normal,53
8783,246960,17,182.88,69.9,800000.0,50,66,54,70,48,42,Lean,63
1330,241947,19,170.18,64.9,3700000.0,62,76,61,91,65,32,Normal,70
1490,51123,36,190.5,89.8,750000.0,55,70,62,31,63,72,Normal,70
9382,226268,21,175.26,74.8,675000.0,29,62,33,67,65,58,Normal,64
9187,246816,19,172.72,68.9,750000.0,66,68,61,62,59,61,Normal,63
14030,215480,23,182.88,77.1,2400000.0,60,73,53,79,69,27,Normal,70
835,213414,25,190.5,82.1,4400000.0,23,37,26,65,37,76,Normal,73
7532,224215,22,185.42,77.1,300000.0,16,18,14,37,16,15,Normal,61
16163,202944,26,182.88,73.0,6500000.0,48,72,50,69,68,59,Normal,74
1443,214163,27,172.72,67.1,2100000.0,30,72,54,77,60,56,Normal,70
6377,245449,22,162.56,62.1,170000.0,42,58,40,79,61,33,Normal,58
4361,243259,19,152.4,74.8,160000.0,34,55,37,61,57,55,Lean,57
921,225844,22,167.64,64.0,5000000.0,58,77,60,88,69,46,Normal,72
11603,203264,27,187.96,78.0,675000.0,16,52,32,48,55,67,Normal,66
2005,234667,25,182.88,73.9,1000000.0,30,68,39,71,61,41,Normal,68
2041,173531,28,193.04,76.2,725000.0,13,14,13,50,14,15,Normal,68
9134,202801,25,193.04,82.1,425000.0,20,42,33,83,33,58,Lean,63
354,193839,31,152.4,72.1,6500000.0,60,77,57,74,77,56,Normal,76
13686,233785,23,190.5,87.1,1300000.0,21,39,22,68,20,66,Normal,69
126,112316,35,187.96,83.9,5500000.0,52,65,61,68,79,80,Normal,81
1789,186611,28,187.96,78.9,750000.0,18,13,16,43,13,9,Normal,69
